City;CloseDate;EntityIDRoundID;IndustryCode;Industry Group;Industry Segment;Metropolitan Statistical Area;PrimaryRegion;RoundBusStat;RoundClassDescr;State;Subregion;Deals;Number of Deals;Raised
Cambridge;5/17/2011;92306759625;Pharmaceuticals;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Clinical Trials - Phase 2;Later Stage;VER;Boston Metro;1;1;91
Wayland;5/17/2011;6,14E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;Seed Round;VER;Boston Metro;1;1;0.37
Boston;5/17/2011;6,14E+16;Drug Development Technologies;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Startup;Seed Round;VER;Boston Metro;1;1;5
Cambridge;5/18/2011;6,14E+16;Shopping Facilitators;Consumer Services;Consumer Information Services;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Seed Round;VER;Boston Metro;1;1;0.75
Waltham;5/18/2011;6,06E+16;Diagnostic Equipment (Not Imaging);Healthcare;Medical Devices and Equipment;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;First Round;VER;Boston Metro;1;1;2.71
Watertown;5/18/2011;91869759670;Displays;Information Technology;Electronics and Computer Hardware;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Later Stage;VER;Boston Metro;1;1;22
Billerica;5/19/2011;6,14E+16;Modems;Information Technology;Communications and Networking;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;First Round;VER;Boston Metro;1;1;
Newton;5/20/2011;72372760008;Wind/Water and Geothermal Energy;Energy and Utilities;Renewable Energy;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;Second Round;VER;Boston Metro;1;1;54.5
Cambridge;5/20/2011;1,16E+16;Business Applications Software;Information Technology;Software;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Individual;VER;Boston Metro;1;1;5.49
Cambridge;5/20/2011;6,15E+16;Communications Software;Information Technology;Software;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Seed Round;VER;Boston Metro;1;1;1.7
Cambridge;5/23/2011;1,13E+16;Drug Development Technologies;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;Later Stage;VER;Boston Metro;1;1;15
Marlborough;5/24/2011;97318760222;Drug Development Technologies;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Later Stage;VER;Boston Metro;1;1;0.91
Cambridge;5/25/2011;1,13E+15;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Pre-Clinical Trials;Corporate;VER;Boston Metro;1;1;20
Medford;5/26/2011;54704760261;Biofuels/Biomass;Energy and Utilities;Renewable Energy;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;Second Round;VER;Boston Metro;1;1;2
Cambridge;5/27/2011;6,15E+16;Online Communities;Consumer Services;Consumer Information Services;Boston-Cambridge-Quincy, MA-TAB;New England;Startup;Seed Round;VER;Boston Metro;1;1;1.5
Boston;5/30/2011;6,14E+16;Recreational/Home Software;Information Technology;Software;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;First Round;VER;Boston Metro;1;1;0.5
Boston;5/31/2011;6,14E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;First Round;VER;Boston Metro;1;1;5.7
Fall River;5/31/2011;6,14E+16;Surgical Devices;Healthcare;Medical Devices and Equipment;Providence-New Bedford-Fall River, RI-VER;New England;Product Development;First Round;VER;;1;1;2.7
Cambridge;06/01/2011;1,13E+15;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Pre-Clinical Trials;Later Stage;VER;Boston Metro;1;1;50.62
Boston;06/02/2011;6,14E+16;Restaurants/Food Service;Consumer Services;Travel and Leisure;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Later Stage;VER;Boston Metro;1;1;
Cambridge;06/06/2011;6,09E+16;Search Portals;Consumer Services;Consumer Information Services;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Second Round;VER;Boston Metro;1;1;1.6
Chelmsford;06/06/2011;3,57E+16;Plastic Fabrications;Industrial Goods and Materials;Materials and Chemicals;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Second Round;VER;Boston Metro;1;1;15.7
Wilmington;06/07/2011;80832760814;Fuel Cells;Energy and Utilities;Renewable Energy;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Later Stage;VER;Boston Metro;1;1;21
Westford;6/13/2011;57977760497;Communications Software;Information Technology;Software;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Later Stage;VER;Boston Metro;1;1;16
Boston;6/13/2011;6,14E+16;Recreational/Home Software;Information Technology;Software;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;Second Round;VER;Boston Metro;1;1;7.5
Waltham;6/13/2011;6,14E+15;Database Software;Information Technology;Software;Boston-Cambridge-Quincy, MA-TAB;New England;Startup;Seed Round;VER;Boston Metro;1;1;1.5
Boston;6/14/2011;6,14E+16;Entertainment;Consumer Services;Consumer Information Services;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;Seed Round;VER;Boston Metro;1;1;1.25
Cambridge;6/16/2011;6,04E+15;Business Support Services: Other;Business and Financial Services;Business Support Services;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Second Round;VER;Boston Metro;1;1;0.51
Boston;6/16/2011;88479760651;Shopping Facilitators;Consumer Services;Consumer Information Services;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Later Stage;VER;Boston Metro;1;1;7
Boston;6/16/2011;6,15E+16;General Industrial Goods;Industrial Goods and Materials;Machinery and Industrial Goods;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;First Round;VER;Boston Metro;1;1;10
Cambridge;6/17/2011;3,56E+16;Plastic Fabrications;Industrial Goods and Materials;Materials and Chemicals;Boston-Cambridge-Quincy, MA-TAB;New England;Startup;Second Round;VER;Boston Metro;1;1;12.8
Cambridge;6/17/2011;6,15E+16;Communications Software;Information Technology;Software;Boston-Cambridge-Quincy, MA-TAB;New England;Startup;Seed Round;VER;Boston Metro;1;1;1
Boston;6/21/2011;6,15E+16;Household Goods/Services Retailers;Consumer Services;Retailers;Boston-Cambridge-Quincy, MA-TAB;New England;Profitable;Later Stage;VER;Boston Metro;1;1;165
Cambridge;6/21/2011;6,15E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;First Round;VER;Boston Metro;1;1;26
Boston;6/21/2011;6,15E+16;Clinical Decision Support;Healthcare;Medical Software and Information Services;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;First Round;VER;Boston Metro;1;1;5.5
Marlborough;6/22/2011;59699761295;General Business Consulting;Business and Financial Services;Business Support Services;Boston-Cambridge-Quincy, MA-TAB;New England;Generating Revenue;Later Stage;VER;Boston Metro;1;1;3
Waltham;6/24/2011;6,06E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Clinical Trials - Phase 3;Second Round;VER;Boston Metro;1;1;101
Marlborough;6/24/2011;1,16E+16;Electronic Components/Devices;Information Technology;Electronics and Computer Hardware;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;Later Stage;VER;Boston Metro;1;1;10
Danvers;6/27/2011;6,04E+16;Automated Manufacturing Equipment;Information Technology;Electronics and Computer Hardware;Boston-Cambridge-Quincy, MA-TAB;New England;Startup;Second Round;VER;Boston Metro;1;1;1.2
Cambridge;6/28/2011;6,06E+16;Drug Development Technologies;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;Second Round;VER;Boston Metro;1;1;24
Maynard;6/29/2011;1,12E+16;Diagnostic Equipment (Not Imaging);Healthcare;Medical Devices and Equipment;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;Second Round;VER;Boston Metro;1;1;5.4
Woburn;6/30/2011;6,05E+16;Surgical Devices;Healthcare;Medical Devices and Equipment;Boston-Cambridge-Quincy, MA-TAB;New England;Startup;First Round;VER;Boston Metro;1;1;1.92
Cambridge;6/30/2011;1,06E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Clinical Trials - Phase 2;Later Stage;VER;Boston Metro;1;1;33
Waltham;6/30/2011;57723761331;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;Boston-Cambridge-Quincy, MA-TAB;New England;Clinical Trials - Phase 3;Later Stage;VER;Boston Metro;1;1;25.53
Cambridge;6/30/2011;6,10E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;Second Round;VER;Boston Metro;1;1;32
Boston;6/30/2011;6,15E+15;Medical Imaging Software;Healthcare;Medical Software and Information Services;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;Second Round;VER;Boston Metro;1;1;2.5
Waltham;6/30/2011;6,15E+16;Drug Development Technologies;Healthcare;Biopharmaceuticals;Boston-Cambridge-Quincy, MA-TAB;New England;Startup;Seed Round;VER;Boston Metro;1;1;
Cambridge;6/30/2011;6,15E+16;Business Applications Software;Information Technology;Software;Boston-Cambridge-Quincy, MA-TAB;New England;Product Development;First Round;VER;Boston Metro;1;1;
Cambridge;6/30/2011;6,15E+16;Automated Manufacturing Software;Information Technology;Software;Boston-Cambridge-Quincy, MA-TAB;New England;Startup;First Round;VER;Boston Metro;1;1;12.5
Rockville;1/19/2011;81676753588;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Clinical Trials - Phase 3;Corporate;TLAX;Potomac;1;1;12.02
Lanham;1/21/2011;6,11E+16;Business to Business Marketplaces;Business and Financial Services;Business Support Services;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;First Round;TLAX;Potomac;1;1;1.9
Bethesda;1/24/2011;61503753707;Medical/Lab Services;Healthcare;Healthcare Services;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;Second Round;TLAX;Potomac;1;1;0.17
Baltimore;1/25/2011;65318753382;Surgical Devices;Healthcare;Medical Devices and Equipment;Baltimore-Towson, TLX;Mid-Atlantic;Generating Revenue;Later Stage;TLAX;Potomac;1;1;12.6
Baltimore;03/08/2011;1,12E+16;Entertainment;Consumer Services;Consumer Information Services;Baltimore-Towson, TLX;Mid-Atlantic;Generating Revenue;Later Stage;TLAX;Potomac;1;1;30
Rockville;3/29/2011;74749757874;Consumer Electronics;Information Technology;Electronics and Computer Hardware;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;Later Stage;TLAX;Potomac;1;1;5.54
Eldersburg;3/31/2011;6,13E+16;Data Management Services;Business and Financial Services;Business Support Services;Baltimore-Towson, TLX;Mid-Atlantic;Generating Revenue;Later Stage;TLAX;Potomac;1;1;2.5
Columbia;4/27/2011;54307758814;Commercial Fishing/Aquaculture;Industrial Goods and Materials;Agriculture and Forestry;Baltimore-Towson, TLX;Mid-Atlantic;Generating Revenue;Later Stage;TLAX;Potomac;1;1;1.15
Columbia;4/29/2011;6,14E+16;Business to Business Marketplaces;Business and Financial Services;Business Support Services;Baltimore-Towson, TLX;Mid-Atlantic;Generating Revenue;First Round;TLAX;Potomac;1;1;1
Rockville;4/29/2011;59445759020;Therapeutic Devices (Invasive);Healthcare;Medical Devices and Equipment;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Product Development;Later Stage;TLAX;Potomac;1;1;6.77
Bethesda;05/02/2011;6,11E+16;Patient Monitoring/Biofeedback;Healthcare;Medical Devices and Equipment;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;Second Round;TLAX;Potomac;1;1;1
Rockville;5/22/2011;6,15E+16;Drug Development Technologies;Healthcare;Biopharmaceuticals;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;First Round;TLAX;Potomac;1;1;1.52
Chevy Chase;5/26/2011;3,57E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;Later Stage;TLAX;Potomac;1;1;1
Baltimore;06/07/2011;6,04E+16;Educational/Training Software;Information Technology;Software;Baltimore-Towson, TLX;Mid-Atlantic;Generating Revenue;Second Round;TLAX;Potomac;1;1;2.99
Frederick;06/09/2011;92852760907;Business Applications Software;Information Technology;Software;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;Later Stage;TLAX;Potomac;1;1;4.65
Bethesda;6/17/2011;3,58E+16;Business Applications Software;Information Technology;Software;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;Later Stage;TLAX;Potomac;1;1;10.05
Bowie;6/17/2011;81191761086;Communications Software;Information Technology;Software;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;Later Stage;TLAX;Potomac;1;1;0.3
Glen Burnie;6/22/2011;96407760862;Diagnostic Equipment (Not Imaging);Healthcare;Medical Devices and Equipment;Baltimore-Towson, TLX;Mid-Atlantic;Generating Revenue;Restart;TLAX;Potomac;1;1;35
Chevy Chase;6/28/2011;6,09E+16;Payment/Transactional Processing;Business and Financial Services;Financial Institutions and Services;Washington-Arlington-Alexandria, DC-VA-MD-WV;Mid-Atlantic;Generating Revenue;Second Round;TLAX;Potomac;1;1;0.85
Baltimore;6/30/2011;6,15E+16;Communications Software;Information Technology;Software;Baltimore-Towson, TLX;Mid-Atlantic;Generating Revenue;First Round;TLAX;Potomac;1;1;0.75
Portland;2/16/2011;2,30E+16;Business to Business Marketplaces;Business and Financial Services;Business Support Services;Portland-Vancouver-Beaverton, OR-WA;Pacific Northwest;Generating Revenue;Later Stage;QROO;;1;1;5
Plymouth;1/28/2011;1,13E+15;Drug Development Technologies;Healthcare;Biopharmaceuticals;Detroit-Warren-Livonia, MEX;Midwest East;Product Development;Later Stage;MEX;;1;1;6.7
Plymouth;03/04/2011;81529755743;Pharmaceuticals;Healthcare;Biopharmaceuticals;Detroit-Warren-Livonia, MEX;Midwest East;Pre-Clinical Trials;Corporate;MEX;;1;1;12
Kalamazoo;4/13/2011;3,57E+16;Surgical Devices;Healthcare;Medical Devices and Equipment;Kalamazoo-Portage, MEX;Midwest East;Generating Revenue;Second Round;MEX;;1;1;0.14
Ann Arbor;4/13/2011;2,28E+16;Fiberoptic Equipment;Information Technology;Communications and Networking;Ann Arbor, MEX;Midwest East;Product Development;Second Round;MEX;;1;1;0.2
Ferndale;4/22/2011;6,13E+16;Appliances/Durable Household Goods;Consumer Goods;Household and Office Goods;Detroit-Warren-Livonia, MEX;Midwest East;Generating Revenue;First Round;MEX;;1;1;1.84
Ann Arbor;4/29/2011;6,14E+16;Diagnostic Imaging Equipment;Healthcare;Medical Devices and Equipment;Ann Arbor, MEX;Midwest East;Generating Revenue;First Round;MEX;;1;1;7
Kalamazoo;05/03/2011;6,13E+16;Fiberoptic Equipment;Information Technology;Communications and Networking;Kalamazoo-Portage, MEX;Midwest East;Generating Revenue;First Round;MEX;;1;1;
Byron Center;05/04/2011;2,28E+16;Therapeutic Devices (Invasive);Healthcare;Medical Devices and Equipment;Grand Rapids-Wyoming, MEX;Midwest East;Product Development;First Round;MEX;;1;1;0.76
Kalamazoo;5/16/2011;1,13E+16;Agrochemicals;Industrial Goods and Materials;Materials and Chemicals;Kalamazoo-Portage, MEX;Midwest East;Product Development;Later Stage;MEX;;1;1;0.45
Lansing;06/07/2011;1,83E+16;Materials and Chemicals: Other;Industrial Goods and Materials;Materials and Chemicals;Lansing-East Lansing, MEX;Midwest East;Generating Revenue;Corporate;MEX;;1;1;
Canton;6/28/2011;1,83E+16;General Industrial Machinery;Industrial Goods and Materials;Machinery and Industrial Goods;Detroit-Warren-Livonia, MEX;Midwest East;Generating Revenue;Later Stage;MEX;;1;1;20
Grand Rapids;6/30/2011;6,15E+16;Drug Discovery/Bioinformatics Software;Healthcare;Medical Software and Information Services;Grand Rapids-Wyoming, MEX;Midwest East;Product Development;Second Round;MEX;;1;1;7.2
Eden Prairie;01/07/2011;62097752675;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;Minneapolis-St. Paul-Bloomington, MN-WI;Midwest Central;Generating Revenue;Later Stage;CDMX;;1;1;8
Rochester;01/12/2011;6,07E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Rochester, CDMX;Midwest Central;Generating Revenue;Individual;CDMX;;1;1;5
Minneapolis;02/10/2011;92716753958;Healthcare Services: Other;Healthcare;Healthcare Services;Minneapolis-St. Paul-Bloomington, MN-WI;Midwest Central;Generating Revenue;Later Stage;CDMX;;1;1;5
Plymouth;2/24/2011;6,13E+16;Medical Lab Instruments/Test Kits;Healthcare;Medical Devices and Equipment;Minneapolis-St. Paul-Bloomington, MN-WI;Midwest Central;Startup;Later Stage;CDMX;;1;1;1.53
Saint Paul;03/07/2011;1,14E+16;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;Minneapolis-St. Paul-Bloomington, MN-WI;Midwest Central;Pre-Clinical Trials;Later Stage;CDMX;;1;1;11.5
Saint Paul;03/07/2011;1,14E+16;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;Minneapolis-St. Paul-Bloomington, MN-WI;Midwest Central;Pre-Clinical Trials;Unclassified;CDMX;;1;1;1.1
Minneapolis;03/11/2011;4,71E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;Minneapolis-St. Paul-Bloomington, MN-WI;Midwest Central;Product In Beta Test;Second Round;CDMX;;1;1;10
Chanhassen;3/22/2011;6,13E+16;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;Minneapolis-St. Paul-Bloomington, MN-WI;Midwest Central;Generating Revenue;First Round;CDMX;;1;1;
