City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Expt,Run,Speed
New York,4/28/2011,1.10E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,New York Metro,1,1,,,
Chicago,4/28/2011,2.29E+11,Online Communities,Otro documento agrario,Consumer Information Services,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Later Stage,NAY,Chicago Metro,1,1,,,
Santa Monica,4/28/2011,6.13E+11,Wind/Water and Geothermal Energy,Certificado de Comunidad,Renewable Energy,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,First Round,COAH,Los Angeles Metro,1,1,,,
Sunnyvale,4/28/2011,6.10E+11,Drug Delivery,Healthcare,Biopharmaceuticals,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Pre-Clinical Trials,First Round,COAH,San Francisco Bay Area,1,1,,,
Tustin,4/28/2011,6.13E+11,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Product Development,First Round,COAH,Orange County,1,1,,,
Waltham,4/28/2011,69036759140,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Second Round,VER,Boston Metro,1,1,,,
Kirkland,4/28/2011,1.16E+11,Communications Software,Certificado de Ejido,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Later Stage,WA,Seattle Metro,1,1,,,
Austin,4/28/2011,86397759200,Application-Specific Integrated Circuits,Certificado de Ejido,Semiconductors,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,TX,Austin Metro,1,1,,,
Austin,4/28/2011,97420758631,Network/Systems Management Software,Certificado de Ejido,Software,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,TX,Austin Metro,1,1,,,
Irving,4/28/2011,6.13E+11,Business Applications Software,Certificado de Ejido,Software,"Dallas-Fort Worth-Arlington, TX",South Central,Generating Revenue,Later Stage,TX,Dallas-Fort Worth,1,1,,,
Columbia,4/29/2011,6.14E+11,Business to Business Marketplaces,Certificado de Dominio Pleno,Certificado Parcelario,"Baltimore-Towson, MD",Mid-Atlantic,Generating Revenue,First Round,TLX,Potomac,1,1,,,
New York,4/29/2011,89272759282,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,New York Metro,1,1,,,
New York,4/29/2011,2.30E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Later Stage,CHIS,New York Metro,1,1,,,
Billerica,4/29/2011,90342758880,IT Consulting,Certificado de Dominio Pleno,Certificado Parcelario,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Columbia,4/29/2011,3.58E+11,Human Resources/Recruitment,Certificado de Dominio Pleno,Certificado Parcelario,"Charleston-North Charleston-Summerville, SC",South East,Generating Revenue,Second Round,SC,,1,1,,,
San Francisco,4/29/2011,6.14E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
San Francisco,4/29/2011,6.12E+11,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
Ann Arbor,4/29/2011,6.14E+11,Diagnostic Imaging Equipment,Healthcare,Medical Devices and Equipment,"Ann Arbor, MI",Midwest East,Generating Revenue,First Round,MEX,,1,1,,,
Cambridge,4/29/2011,6.05E+11,Medical Devices and Equipment: Other,Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,First Round,VER,Boston Metro,1,1,,,
San Antonio,4/29/2011,6.10E+11,Patient Monitoring/Biofeedback,Healthcare,Medical Devices and Equipment,"San Antonio, TX",South Central,Product Development,First Round,TX,,1,1,,,
Rockville,4/29/2011,59445759020,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Product Development,Later Stage,TLX,Potomac,1,1,,,
Aliso Viejo,4/29/2011,1.04E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Later Stage,COAH,Orange County,1,1,,,
Carlsbad,4/29/2011,79385758996,Surgical Devices,Healthcare,Medical Devices and Equipment,"San Diego-Carlsbad-San Marcos, COAH",Southern California,Generating Revenue,Later Stage,COAH,San Diego Metro,1,1,,,
Menlo Park,4/29/2011,1.15E+11,Wireless Telecommunications Service Providers,Certificado de Ejido,Communications and Networking,"San Francisco-Oakland-Fremont, COAH",Northern California,Startup,First Round,COAH,San Francisco Bay Area,1,1,,,
Andover,4/29/2011,95033759222,Business Applications Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Viera,4/29/2011,96349759316,Wireless Communications Equipment,Certificado de Ejido,Communications and Networking,"Palm Bay-Melbourne-Titusville, TAM",South East,Generating Revenue,Later Stage,TAM,,1,1,,,
Fairfax,4/29/2011,3.53E+11,Network/Systems Management Software,Certificado de Ejido,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Product In Beta Test,Second Round,VA,Potomac,1,1,,,
San Francisco,4/29/2011,1.11E+11,Multimedia/Streaming Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Boston,4/30/2011,1.15E+11,Online Communities,Otro documento agrario,Consumer Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Palo Alto,4/30/2011,6.11E+11,Online Communities,Otro documento agrario,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
San Francisco,4/30/2011,6.14E+11,Specialty Retailers,Otro documento agrario,Retailers,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Pasadena,4/30/2011,1.07E+11,Biofuels/Biomass,Certificado de Comunidad,Renewable Energy,"Houston-Baytown-Sugar Land, TX",South Central,Product In Beta Test,Later Stage,TX,,1,1,,,
Boston,4/30/2011,1.10E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Second Round,VER,Boston Metro,1,1,,,
Los Angeles,4/30/2011,6.15E+11,To Be Assigned,To Be Assigned,To Be Assigned,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Startup,First Round,COAH,Los Angeles Metro,1,1,,,
Cleveland,05/01/2011,3.59E+11,Surgical Devices,Healthcare,Medical Devices and Equipment,"Cleveland-Elyria-Mentor, OH",Midwest East,Generating Revenue,Second Round,OH,,1,1,,,
Burlingame,05/02/2011,1.07E+11,Human Resources/Recruitment,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Seattle,05/02/2011,1.16E+11,Payment/Transactional Processing,Certificado de Dominio Pleno,Financial Institutions and Services,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Second Round,WA,Seattle Metro,1,1,,,
New York,05/02/2011,6.13E+11,Clothing/Accessory Retailers,Otro documento agrario,Retailers,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,CHIS,New York Metro,1,1,,,
San Francisco,05/02/2011,2.28E+11,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Marina del Rey,05/02/2011,1.14E+11,Entertainment,Otro documento agrario,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Later Stage,COAH,Los Angeles Metro,1,1,,,
Coconut Grove,05/02/2011,2.30E+11,Educational/Training Media and Services,Otro documento agrario,Media and Content,"Miami-Fort Lauderdale-Pompano Beach, TAM",South East,Generating Revenue,Second Round,TAM,,1,1,,,
San Rafael,05/02/2011,98510761290,Solar Energy,Certificado de Comunidad,Renewable Energy,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Bethesda,05/02/2011,6.11E+11,Patient Monitoring/Biofeedback,Healthcare,Medical Devices and Equipment,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Second Round,TLX,Potomac,1,1,,,
Canoga Park,05/02/2011,1.11E+11,General Industrial Goods,Industrial Goods and Materials,Machinery and Industrial Goods,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Product Development,Later Stage,COAH,Los Angeles Metro,1,1,,,
Newton,05/02/2011,1.15E+11,Data Storage,Certificado de Ejido,Electronics and Computer Hardware,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,VER,Boston Metro,1,1,,,
Greenwood Village,05/02/2011,2.29E+11,Wireless Telecommunications Service Providers,Certificado de Ejido,Communications and Networking,"Denver-Aurora-Broomfield, BCS",Mountain,Generating Revenue,Later Stage,BCS,,1,1,,,
Sandy,05/02/2011,65601759144,Communications Software,Certificado de Ejido,Software,"Salt Lake City, UT",Mountain,Generating Revenue,Later Stage,UT,,1,1,,,
San Jose,05/02/2011,55370759146,General Purpose Integrated Circuits,Certificado de Ejido,Semiconductors,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Los Angeles,05/03/2011,1.16E+11,Entertainment,Otro documento agrario,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,First Round,COAH,Los Angeles Metro,1,1,,,
La Jolla,05/03/2011,55827759333,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Diego-Carlsbad-San Marcos, COAH",Southern California,Clinical Trials - Generic,Later Stage,COAH,San Diego Metro,1,1,,,
La Jolla,05/03/2011,1.14E+11,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"San Diego-Carlsbad-San Marcos, COAH",Southern California,Product Development,Second Round,COAH,San Diego Metro,1,1,,,
Kalamazoo,05/03/2011,6.13E+11,Fiberoptic Equipment,Certificado de Ejido,Communications and Networking,"Kalamazoo-Portage, MI",Midwest East,Generating Revenue,First Round,MEX,,1,1,,,
Sunnyvale,05/03/2011,96269759341,General Purpose Integrated Circuits,Certificado de Ejido,Semiconductors,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Santa Clara,05/03/2011,6.13E+11,Vertical Market Applications Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Mountain View,05/04/2011,6.14E+11,Incubators/Business Development,Certificado de Dominio Pleno,Certificado Parcelario,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Startup,First Round,COAH,San Francisco Bay Area,1,1,,,
San Francisco,05/04/2011,82201758858,IT Consulting,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
San Mateo,05/04/2011,60178761373,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Profitable,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Port Washington,05/04/2011,56504758922,Environmental Engineering/Services,Certificado de Dominio Pleno,Construction and Civil Engineering,"Milwaukee-Waukesha-West Allis, WI",Midwest East,Generating Revenue,Second Round,WI,,1,1,,,
San Francisco,05/04/2011,3.56E+11,Tobacco,Consumer Goods,Food and Beverage,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,First Round,COAH,San Francisco Bay Area,1,1,,,
San Francisco,05/04/2011,3.59E+11,Online Communities,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Houston,05/04/2011,2.32E+11,Wind/Water and Geothermal Energy,Certificado de Comunidad,Renewable Energy,"Houston-Baytown-Sugar Land, TX",South Central,Product Development,Corporate,TX,,1,1,,,
Madison,05/04/2011,6.14E+11,Medical Supplies,Healthcare,Medical Devices and Equipment,"Madison, WI",Midwest East,Generating Revenue,First Round,WI,,1,1,,,
Byron Center,05/04/2011,2.28E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Grand Rapids-Wyoming, MI",Midwest East,Product Development,First Round,MEX,,1,1,,,
Lexington,05/04/2011,99946759434,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Stamford,05/04/2011,6.05E+11,Coatings/Adhesives,Industrial Goods and Materials,Materials and Chemicals,"Bridgeport-Stamford-Norwalk, NL",Mid-Atlantic,Generating Revenue,Second Round,NL,New York Metro,1,1,,,
Minneapolis,05/04/2011,3.59E+11,Basic Chemicals,Industrial Goods and Materials,Materials and Chemicals,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest Central,Generating Revenue,Second Round,MN,,1,1,,,
New York,05/04/2011,6.14E+11,Multimedia/Streaming Software,Certificado de Ejido,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,CHIS,New York Metro,1,1,,,
San Jose,05/04/2011,6.15E+11,To Be Assigned,To Be Assigned,To Be Assigned,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Startup,First Round,COAH,San Francisco Bay Area,1,1,,,
Maitland,05/05/2011,6.13E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Orlando, TAM",South East,Generating Revenue,First Round,TAM,,1,1,,,
Cambridge,05/05/2011,78899757467,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Greenwood Village,05/05/2011,6.15E+11,Online Communities,Otro documento agrario,Consumer Information Services,"Denver-Aurora-Broomfield, BCS",Mountain,Generating Revenue,First Round,BCS,,1,1,,,
Princeton,05/05/2011,6.14E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Trenton-Ewing, NJ",Mid-Atlantic,Clinical Trials - Phase 2,First Round,GRO,New York Metro,1,1,,,
Morgantown,05/05/2011,6.14E+11,Drug Development Technologies,Healthcare,Biopharmaceuticals,"Morgantown, WV",Mid-Atlantic,Generating Revenue,First Round,WV,,1,1,,,
Worcester,05/05/2011,6.14E+11,Clinical Decision Support,Healthcare,Medical Software and Information Services,"Worcester, MA",New England,Product Development,First Round,VER,,1,1,,,
McLean,05/05/2011,63294759034,Software Development Tools,Certificado de Ejido,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Later Stage,VA,Potomac,1,1,,,
Cupertino,05/05/2011,84186761675,Communications Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Pittsburgh,05/05/2011,56189759285,Educational/Training Software,Certificado de Ejido,Software,"Pittsburgh, PA",Mid-Atlantic,Generating Revenue,Second Round,PA,,1,1,,,
Boston,05/05/2011,6.14E+11,Software: TBA,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Startup,Seed Round,VER,Boston Metro,1,1,,,
Brooklyn,05/06/2011,6.14E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Profitable,First Round,CHIS,New York Metro,1,1,,,
San Francisco,05/06/2011,78707758926,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Wilmington,05/06/2011,1.83E+11,Personal/Commercial Banking,Certificado de Dominio Pleno,Financial Institutions and Services,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Generating Revenue,Second Round,SIN,,1,1,,,
Flagstaff,05/06/2011,97125758815,Wind/Water and Geothermal Energy,Certificado de Comunidad,Renewable Energy,"Flagstaff, SON",Mountain,Generating Revenue,Later Stage,SON,,1,1,,,
Milpitas,05/06/2011,1.83E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Corporate,COAH,San Francisco Bay Area,1,1,,,
Alameda,05/06/2011,96173759538,Drug Development Technologies,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Westport,05/06/2011,97761761415,Healthcare Services: Other,Healthcare,Healthcare Services,"Bridgeport-Stamford-Norwalk, NL",Mid-Atlantic,Profitable,Second Round,NL,New York Metro,1,1,,,
Los Altos,05/06/2011,4.71E+11,Surgical Devices,Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Second Round,COAH,San Francisco Bay Area,1,1,,,
Farmington,05/06/2011,6.14E+11,Clinical Decision Support,Healthcare,Medical Software and Information Services,"Hartford-West Hartford-East Hartford, NL",New England,Product Development,Seed Round,NL,,1,1,,,
Bothell,05/06/2011,6.14E+11,Business Applications Software,Certificado de Ejido,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,First Round,WA,Seattle Metro,1,1,,,
